31118,751.0
31113,751.0
31112,1272.0
31111,801.0
31110,762.0
31117,689.0
31116,668.0
31115,800.0
31114,792.0
31006,1304.0
31614,704.0
31615,800.0
31616,803.0
31617,1121.0
31610,877.0
31611,841.0
31612,689.0
31613,897.0
31019,804.0
31618,1117.0
31619,714.0
31041,3122.0
31040,686.0
31043,1646.0
31042,1455.0
31513,2607.0
31512,958.0
31209,1159.0
31510,1582.0
31207,726.0
31048,1012.0
31205,1120.0
31204,1264.0
31203,978.0
31202,750.0
31201,756.0
31200,1048.0
31056,1833.0
31269,1362.0
31268,744.0
31265,898.0
31264,1312.0
31267,729.0
31266,656.0
31261,1865.0
31260,1360.0
31263,892.0
31262,1258.0
31010,1034.0
31011,744.0
31108,1210.0
31109,729.0
31500,1040.0
31501,1429.0
31502,1513.0
31503,832.0
31504,1384.0
31505,826.0
31054,1713.0
31055,1383.0
31508,890.0
31509,817.0
31212,1046.0
31213,884.0
31214,690.0
31215,1814.0
31216,1324.0
31217,2096.0
31236,1335.0
31401,826.0
31400,836.0
31403,1328.0
31402,1105.0
31405,1098.0
31404,1058.0
31407,1282.0
31406,1040.0
31226,1077.0
31008,1292.0
31052,744.0
31219,1663.0
31050,1034.0
31104,699.0
31105,790.0
31106,924.0
31051,951.0
31100,1136.0
31101,745.0
31102,798.0
31103,681.0
31066,1426.0
31065,853.0
31064,2538.0
31063,3901.0
31062,2655.0
31061,438.0
31057,1812.0
31249,1803.0
31248,2749.0
31009,989.0
31310,1130.0
31312,1367.0
31243,1991.0
31242,1122.0
31241,1032.0
31507,1523.0
31001,1363.0
31000,1546.0
31245,661.0
31246,1276.0
31003,1426.0
31211,1217.0
31046,983.0
31244,1243.0
31058,1657.0
31059,3828.0
31258,2282.0
31511,2343.0
31620,942.0
31222,1659.0
31306,1052.0
31307,1048.0
31304,1087.0
31305,979.0
31302,987.0
31303,862.0
31300,1150.0
31301,1478.0
31016,1165.0
31017,676.0
31014,1647.0
31015,1388.0
31012,700.0
31013,773.0
31308,1092.0
31309,1785.0
31018,942.0
31237,1076.0
31060,2029.0
31805,1244.0
31804,1254.0
31807,1942.0
31806,1312.0
31801,1051.0
31800,3184.0
31803,1037.0
31802,896.0
31609,1278.0
31045,1103.0
31044,1161.0
31029,796.0
31028,965.0
31047,961.0
31023,874.0
31272,1452.0
31021,942.0
31208,1081.0
31027,1227.0
31026,871.0
31025,1139.0
31024,650.0
31049,1183.0
31270,1384.0
31206,1201.0
31218,1513.0
31271,2058.0
31702,1410.0
31703,2010.0
31700,679.0
31701,1031.0
31706,1465.0
31707,1043.0
31705,1334.0
31002,1344.0
31708,1234.0
31709,735.0
31254,1020.0
31255,1071.0
31256,1612.0
31257,1023.0
31629,712.0
31251,743.0
31252,923.0
31253,859.0
31625,722.0
31624,1026.0
31627,871.0
31626,751.0
31621,1037.0
31259,1329.0
31623,857.0
31622,749.0
31250,917.0
31632,806.0
31628,907.0
31232,1287.0
31240,2163.0
31233,1179.0
31230,1206.0
31221,869.0
31220,1023.0
31223,715.0
31037,740.0
31225,1740.0
31224,909.0
31227,1052.0
31022,775.0
31229,652.0
31228,1155.0
31005,1193.0
31633,1734.0
31630,754.0
31631,710.0
31020,913.0
31247,2519.0
31234,876.0
31506,811.0
31608,844.0
31033,1084.0
31603,944.0
31107,788.0
31004,1223.0
31238,1727.0
31239,731.0
31053,1360.0
31038,1133.0
31606,853.0
31034,1335.0
31035,712.0
31036,1131.0
31231,1863.0
31030,712.0
31031,1246.0
31032,830.0
31235,1903.0
31007,621.0
31602,724.0
31601,1648.0
31600,725.0
31607,739.0
31039,745.0
31605,928.0
31604,891.0
